ต้องเป็นได้ดังที่ตั้งใจ,pos
ที่เป็นความหวังของหัวใจ,pos
กลับมาทิ้งกันไป,neg
ต้องสูญสิ้นไปหมดทุกอย่าง,neg
ปวดใจเหลือเกิน,neg
แต่คงต้องทนข่มความทรมาน,neg
ฉันจะต้องก้าวผ่าน,pos
แม้ว่าจะต้องเสียความรักไป,neg
แม้ว่าจะไม่เหลือใครสักคน,neg
มันจะเจ็บจะช้ำกี่หน,neg
แต่คนคนนี้ไม่ท้อใจ,pos
แม้ว่าในวันนี้มีน้ำตา,neg
จะข่มมันให้ไหลอยู่ข้างใน,neg
จะยอมสู้ทน,pos
เพื่อรอพบวันที่สดใส,pos
สักคนที่ทำให้กันด้วยหัวใจ,pos
อดทนไว้และบอกใจ,pos
จะไม่ยอมหมดหวัง,pos
อาจทำให้ใครบางคนนึกหวั่น,neg
หวาดกลัว,neg
ว่าความรักไม่มีจริง,neg
ความรักมันก็เลยยิ่งห่างไกล,neg
ลืมและลบความกลัวที่เคยมี,pos
เธอนั้นจะเข้าใจ,pos
ความรักที่ดีดีมีอยู่จริง,pos
ไม่มีอะไรที่เป็นไปไม่ได้สำหรับฉัน,pos
เธออาจได้เจอกับคนที่เธอไม่คาดฝัน,pos
และบอกรักเธอ,pos
เธออาจได้เจอกับคนของเธอเข้าสักวัน,pos
คนที่ทำให้ใจ ไม่หนาวสั่น,pos
แล้วบอกรักเธอ,pos
คนที่ทำให้ใจไม่หนาวสั่น,pos
ว่าโลกนั้นไม่ได้โหดร้าย,pos
ว่ารักนั้นไม่เคยทำร้าย,pos
ปล่อยใจให้โลกใบกลมมันหมุนจนเราได้เข้าใจ,pos
พร้อมจะปล่อยกายทิ้งความวุ่นวาย,pos
ทุกทุกเรื่องราวร้ายร้าย,neg
โลกใบเดิมที่อาจดูเหมือนว่างเปล่า,neg
ในมุมเหงาเหงาของเธอเหลือไว้ให้ใคร,neg
กลิ่นยามเช้าช่างดูสวยงาม,pos
เหมือนท้องฟ้าที่คอยส่งรอยยิ้มลงมา,pos
ทำให้ฉันคิดถึงทุกที,pos
ว่ามีใครเค้ารอและคอยที่จะเจอ,pos
ไม่ว่าจะใกล้จะไกลก็ไม่กลัว,pos
รอคอย คอยวันนั้นที่ฝันจะสำเร็จ,pos
ได้แต่หวังไว้และมองออกไปข้างหน้า,pos
โหยหาโชคชะตาความฝันนำมาเจอความอ่อนล้า,neg
จะได้ไม่เหนื่อยกับมันนัก,pos
อะไรที่ยากมาก,neg
ค่อยค่อยเดินไปก็ไม่สาย,pos
มันไม่ได้เสียหาย,pos
และรู้ดีว่าจะต้องพลีหัวใจให้มันหมด,neg
ทุกคนต่างมีความหวังในฝันของตัวเอง,pos
ดอกไม้งดงามพอให้ชื่นชม,pos
รอยยิ้มที่แสนสดใส (มีเธออยู่เต็มหัวใจ),pos
วันนั้นเคยมีความสุขเท่าไร ทุกนาทีที่เคยมีเธอ,pos
เมื่อความรักที่มีนั้นต้องจบ,neg
ฉากแห่งความสุขจะนานแค่ไหนยังคงอยู่,pos
ฟ้าครามสดใส หัวใจที่งดงาม,pos
ภาพความรัก เปลี่ยนชีวิตเราให้แสนเบิกบาน,pos
เมื่อเธอยิ้มโลกช่างสวยงาม,pos
ขอเพียงขอบคุณทุกวันที่แสนดี ที่ฉันมีเธอ,pos
รู้และได้เข้าใจ (ได้รักเอง รู้เอง),pos
ขอเพียงขอบคุณทุกวันที่แสนดีที่ฉันมี,pos
ฟ้าครามสดใส หัวใจที่งดงาม จดจำไว้,pos
มันช่างไร้สาระขนาดไหน,neg
เธอบอกให้ฉันได้รับรู้ ด้วยการสวมกอด,pos
ทุกอย่างที่เธอทำ คืนรอยยิ้มให้กับฉัน,pos
อยากดูแลใกล้ใกล้เธอในทุกวัน,pos
ดูแลตัวเองดีดีนะ,pos
คนทางนี้ยังคิดถึงกัน,pos
ไม่ต้องห่วง,pos
ฉันดูแลตัวเองอย่างดี,pos
ทำให้เติบโตเรียนรู้เข้าใจได้มากกว่า,pos
การเดินทางของฉันและเธอคือการเรียนรู้,pos
การเรียนรู้ของเราสองคนคือความเข้าใจ,pos
เธอเข้าใจและฉันเข้าใจก็ทำให้เรามั่นใจ,pos
สิ่งที่เราเรียนรู้ส่งเสริมต่อการก้าวเดิน,pos
กับทางที่โรยเอาไว้ด้วยขวากหนาม,neg
ถูกแหลมคม ทิ่มแทง,neg
จนมันแทบจะทนไม่ไหว,neg
ยังยืนยันจะไม่ถอดใจ,pos
ฉันยังคงก้าวไป,pos
เก็บทุกความผิดพลั้งเป็นคำเตือนให้เราเข้าใจ,pos
ขอเพียงใจเราเท่านั้นไม่หวั่นไหว,pos
บทชีวิตของเรา เราจะทำให้มีความหมาย,pos
เส้นทางนี้ ฉันยังมีจุดหมาย,pos
ความเดียวดายในคืนเหน็บหนาว,neg
เตือนคืนวันให้ใจดวงนี้ไม่ยอมแพ้,pos
ในค่ำคืนที่ฟ้าท้าทายใจคนอยู่ตรงนี้ และฉันยังคงก้าวไป,pos
เปลี่ยนคืนวันที่มีให้มีความหมาย,pos
ออกไปผ่านเจอเรื่องราวใหม่,pos
ช่วงเวลาของเราที่ยิ่งใหญ่,pos
เราอาจเจอกับทางที่งดงาม,pos
หรือเราอาจเจอแต่เพียงความว่างเปล่า,neg
วันที่อ่อนไหว วันที่ปวดร้าว,neg
โอ้ ไม่เป็นไรเธอ เธอไม่เป็นไร,pos
ใจหนอใจคน คงต้องหม่นหมอง,neg
สุขที่เคยครอง ไม่ได้เป็นดังใจ,neg
คนต้องผิดหวัง ใครเคยบอกไว้,neg
คนต้องมีวันเศร้าใจ เป็นเรื่องธรรมดา,neg
ใจหนอใจเหนื่อย เหนื่อยไม่ต่างกัน,neg
เจ็บสักเพียงไหน,neg
โอ้ ไม่เป็นไรหนา เธอไม่เป็นไร,pos
